city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Porto Alegre,40.0,1,1,0,4,not accept,furnished,0.0,2030.0
Sao Paulo,45.0,1,1,1,2,not accept,furnished,1900.0,6504.0
Sao Paulo,46.0,1,1,1,8,not accept,furnished,900.0,8715.0
Sao Paulo,80.0,2,2,2,15,accept,not furnished,2000.0,13140.0
Sao Paulo,30.0,1,1,0,3,accept,furnished,400.0,3287.0
Sao Paulo,80.0,2,2,2,0,accept,not furnished,50.0,2457.0
Rio de Janeiro,105.0,2,2,1,10,accept,not furnished,1780.0,3464.0
Belo Horizonte,105.0,3,2,2,7,accept,not furnished,1170.0,3416.0
Sao Paulo,114.0,3,1,0,0,accept,not furnished,0.0,2759.0
Sao Paulo,200.0,3,3,4,0,accept,not furnished,0.0,7531.0
Porto Alegre,120.0,3,3,2,5,accept,not furnished,800.0,4011.0
Sao Paulo,60.0,2,2,1,11,accept,not furnished,647.0,4719.0
Sao Paulo,90.0,2,1,1,1,accept,not furnished,1000.0,4089.0
Rio de Janeiro,53.0,2,1,0,3,not accept,not furnished,535.0,2409.0
Sao Paulo,80.0,2,2,5,0,accept,not furnished,0.0,3105.0
Campinas,87.0,4,2,2,4,accept,not furnished,784.0,2511.0
Rio de Janeiro,110.0,3,1,1,1,accept,not furnished,557.0,5810.0
Belo Horizonte,113.0,4,2,1,3,accept,not furnished,1587.0,6070.0
Sao Paulo,170.0,3,2,2,5,not accept,not furnished,2199.0,7686.0
Sao Paulo,150.0,3,2,0,1,not accept,not furnished,700.0,3781.0
Porto Alegre,60.0,2,2,1,11,accept,not furnished,469.0,2042.0
Porto Alegre,43.0,1,1,0,4,not accept,furnished,290.0,2487.0
Sao Paulo,130.0,3,2,2,4,accept,furnished,800.0,4345.0
Sao Paulo,69.0,3,2,0,7,accept,furnished,650.0,2760.0
Campinas,306.0,3,2,2,0,accept,not furnished,0.0,2960.0
Sao Paulo,187.0,3,2,3,0,accept,not furnished,500.0,4246.0
Sao Paulo,385.0,3,4,3,0,accept,not furnished,0.0,10640.0
Sao Paulo,355.0,4,4,3,0,accept,not furnished,0.0,8070.0
Porto Alegre,90.0,2,1,1,2,accept,not furnished,405.0,1902.0
Sao Paulo,190.0,3,4,4,0,accept,not furnished,0.0,5351.0
Campinas,181.0,2,1,2,0,accept,not furnished,0.0,1554.0
Sao Paulo,350.0,3,5,4,13,accept,not furnished,4000.0,9285.0
Belo Horizonte,168.0,5,3,2,2,accept,not furnished,1443.0,4790.0
Rio de Janeiro,73.0,2,1,0,1,accept,not furnished,1600.0,4641.0
Sao Paulo,378.0,5,5,4,4,accept,not furnished,4000.0,9039.0
Campinas,60.0,2,1,1,0,accept,not furnished,0.0,1500.0
Belo Horizonte,362.0,4,5,0,19,not accept,not furnished,4138.0,21310.0
Sao Paulo,90.0,3,2,0,0,accept,not furnished,0.0,1862.0
Rio de Janeiro,42.0,1,1,0,4,not accept,furnished,500.0,2578.0
Rio de Janeiro,56.0,2,1,1,18,accept,not furnished,568.0,1669.0
Sao Paulo,16.0,1,1,0,1,not accept,not furnished,0.0,891.0
Sao Paulo,90.0,2,2,2,15,not accept,furnished,1400.0,11530.0
Belo Horizonte,67.0,1,1,0,13,accept,not furnished,375.0,1292.0
Sao Paulo,488.0,4,3,3,0,accept,not furnished,14130.0,21820.0
Rio de Janeiro,30.0,1,1,0,10,accept,not furnished,850.0,2025.0
Sao Paulo,290.0,6,3,4,0,accept,not furnished,0.0,9646.0
Sao Paulo,266.0,3,3,4,10,accept,not furnished,4700.0,12680.0
Campinas,47.0,2,1,1,4,accept,not furnished,260.0,1197.0
Rio de Janeiro,590.0,6,6,2,0,accept,furnished,750.0,9847.0
Sao Paulo,900.0,4,9,8,1,accept,not furnished,0.0,20930.0
Sao Paulo,86.0,2,1,1,0,accept,not furnished,0.0,2344.0
Sao Paulo,290.0,3,3,2,0,accept,furnished,0.0,16230.0
Porto Alegre,84.0,3,2,2,4,accept,not furnished,750.0,4199.0
Sao Paulo,160.0,3,1,2,0,accept,not furnished,0.0,5301.0
Sao Paulo,37.0,1,1,0,3,not accept,furnished,470.0,4142.0
Campinas,73.0,3,1,1,4,accept,not furnished,308.0,1215.0
Sao Paulo,350.0,4,5,5,17,accept,furnished,2400.0,19990.0
Rio de Janeiro,57.0,1,1,0,2,accept,not furnished,200.0,1325.0
Campinas,48.0,1,1,0,9,accept,not furnished,350.0,1030.0
Rio de Janeiro,30.0,1,1,0,8,accept,not furnished,390.0,1226.0
Campinas,198.0,6,3,4,0,accept,not furnished,0.0,2176.0
Porto Alegre,47.0,1,1,0,2,not accept,not furnished,300.0,1374.0
Porto Alegre,60.0,2,1,1,3,accept,not furnished,250.0,1084.0
Sao Paulo,230.0,3,3,0,9,accept,furnished,1700.0,6873.0
Belo Horizonte,90.0,2,1,1,0,not accept,not furnished,0.0,1545.0
Rio de Janeiro,129.0,3,2,1,8,accept,furnished,1200.0,4664.0
Sao Paulo,240.0,4,4,4,22,accept,not furnished,1980.0,9154.0
Porto Alegre,55.0,1,1,0,14,accept,not furnished,700.0,1764.0
Porto Alegre,52.0,1,1,0,0,accept,not furnished,150.0,1410.0
Sao Paulo,250.0,3,4,3,8,accept,not furnished,1610.0,8776.0
Sao Paulo,200.0,3,2,2,19,accept,not furnished,2573.0,13820.0
Belo Horizonte,312.0,4,3,3,1,accept,not furnished,1498.0,4292.0
Sao Paulo,230.0,5,5,3,0,accept,not furnished,0.0,10670.0
Sao Paulo,72.0,2,2,2,9,accept,not furnished,750.0,3471.0
Sao Paulo,55.0,2,1,0,5,accept,furnished,620.0,3075.0
Rio de Janeiro,72.0,2,2,1,2,not accept,furnished,914.0,4694.0
Sao Paulo,50.0,2,1,0,0,accept,not furnished,0.0,1302.0
Sao Paulo,17.0,1,1,0,1,accept,not furnished,0.0,2740.0
Belo Horizonte,160.0,3,3,2,4,accept,not furnished,150.0,2845.0
Sao Paulo,214.0,4,4,3,5,accept,not furnished,2638.0,10430.0
Rio de Janeiro,65.0,1,1,0,0,accept,not furnished,300.0,2154.0
Sao Paulo,136.0,3,2,1,10,not accept,furnished,1300.0,8114.0
Porto Alegre,70.0,2,2,1,6,accept,not furnished,440.0,2425.0
Porto Alegre,38.0,1,1,0,2,accept,not furnished,340.0,1350.0
Sao Paulo,450.0,8,5,5,0,accept,not furnished,0.0,9121.0
Rio de Janeiro,67.0,2,1,1,2,accept,not furnished,1217.0,3576.0
Sao Paulo,20.0,1,1,0,1,not accept,not furnished,0.0,1149.0
Sao Paulo,41.0,1,1,0,12,accept,not furnished,290.0,1900.0
Sao Paulo,50.0,2,1,1,7,accept,not furnished,500.0,2077.0
Sao Paulo,205.0,3,3,3,0,accept,not furnished,0.0,6184.0
Sao Paulo,100.0,3,2,1,0,accept,not furnished,0.0,3850.0
Sao Paulo,190.0,3,4,4,16,accept,furnished,2849.0,19200.0
Belo Horizonte,45.0,2,1,0,0,accept,not furnished,0.0,1373.0
Campinas,57.0,1,1,1,2,accept,not furnished,605.0,1482.0
Porto Alegre,88.0,1,2,2,3,accept,not furnished,340.0,2004.0
Sao Paulo,70.0,1,1,1,10,accept,furnished,459.0,3983.0
Sao Paulo,76.0,2,2,0,11,accept,furnished,646.0,3482.0
Rio de Janeiro,36.0,1,1,0,10,accept,not furnished,450.0,1867.0
Porto Alegre,61.0,2,2,2,11,accept,not furnished,445.0,3024.0
Sao Paulo,280.0,4,3,6,0,accept,furnished,0.0,13390.0
Sao Paulo,480.0,5,6,3,0,accept,not furnished,0.0,6076.0
Campinas,45.0,1,1,1,17,accept,furnished,0.0,1975.0
Sao Paulo,42.0,1,1,0,9,accept,furnished,1290.0,2994.0
Porto Alegre,62.0,2,1,0,4,accept,not furnished,352.0,1127.0
Sao Paulo,38.0,2,1,0,2,accept,not furnished,90.0,1610.0
Sao Paulo,44.0,1,1,1,8,not accept,furnished,578.0,3009.0
Sao Paulo,75.0,3,2,2,11,accept,not furnished,630.0,3633.0
Rio de Janeiro,66.0,2,1,1,2,accept,not furnished,650.0,1917.0
Sao Paulo,125.0,3,3,2,0,accept,not furnished,0.0,2881.0
Campinas,62.0,2,1,2,7,accept,not furnished,609.0,2219.0
Sao Paulo,77.0,2,1,1,5,accept,not furnished,1148.0,4752.0
Sao Paulo,136.0,2,4,2,7,accept,not furnished,1540.0,6643.0
Sao Paulo,200.0,4,2,1,5,accept,not furnished,2115.0,7507.0
Sao Paulo,35.0,1,1,0,1,not accept,not furnished,250.0,1572.0
Sao Paulo,250.0,4,3,2,0,accept,furnished,10.0,4678.0
Sao Paulo,90.0,2,2,2,0,accept,furnished,0.0,4162.0
Campinas,72.0,2,2,1,7,accept,not furnished,480.0,1350.0
Sao Paulo,168.0,3,3,5,16,accept,not furnished,1675.0,5404.0
Porto Alegre,360.0,3,4,3,5,accept,furnished,4000.0,17890.0
Campinas,38.0,1,1,1,9,accept,not furnished,500.0,1280.0
Sao Paulo,23.0,1,1,1,26,accept,not furnished,487.0,2876.0
Porto Alegre,440.0,3,3,3,7,not accept,not furnished,100.0,10840.0
Sao Paulo,120.0,3,3,2,9,accept,furnished,1200.0,4854.0
Rio de Janeiro,90.0,2,2,0,5,accept,not furnished,830.0,3447.0
Porto Alegre,125.0,4,2,0,7,accept,not furnished,1006.0,2802.0
Sao Paulo,200.0,3,4,3,6,accept,furnished,1800.0,8123.0
Sao Paulo,190.0,3,3,2,5,accept,not furnished,1800.0,5394.0
Belo Horizonte,123.0,3,2,1,3,accept,not furnished,363.0,3141.0
Campinas,53.0,2,1,1,0,accept,not furnished,284.0,2351.0
Rio de Janeiro,70.0,2,1,1,2,accept,not furnished,560.0,2829.0
Sao Paulo,90.0,2,2,2,17,accept,furnished,1500.0,14310.0
Sao Paulo,95.0,3,2,0,0,accept,not furnished,0.0,1614.0
Campinas,74.0,3,1,1,4,accept,not furnished,474.0,1426.0
Sao Paulo,64.0,1,1,1,15,not accept,not furnished,620.0,4266.0
Sao Paulo,155.0,4,5,3,14,not accept,not furnished,1850.0,8552.0
Rio de Janeiro,125.0,3,1,2,3,not accept,not furnished,1000.0,3388.0
Sao Paulo,40.0,1,1,1,9,accept,furnished,350.0,1976.0
Porto Alegre,350.0,3,2,4,0,accept,furnished,0.0,7130.0
Belo Horizonte,417.0,3,5,8,0,accept,not furnished,0.0,8226.0
Porto Alegre,350.0,4,4,4,0,accept,not furnished,0.0,6299.0
Sao Paulo,40.0,1,1,1,8,not accept,not furnished,440.0,3376.0
Sao Paulo,30.0,1,1,1,15,not accept,furnished,668.0,4340.0
Sao Paulo,142.0,3,4,2,4,accept,not furnished,1100.0,6033.0
Porto Alegre,110.0,3,3,2,5,accept,furnished,1300.0,5659.0
Sao Paulo,100.0,4,4,1,0,accept,not furnished,0.0,10160.0
Sao Paulo,377.0,5,4,3,0,accept,not furnished,0.0,9021.0
Sao Paulo,230.0,2,3,3,17,accept,furnished,2575.0,11310.0
Sao Paulo,35.0,1,1,0,5,not accept,furnished,450.0,2348.0
Sao Paulo,32.0,1,1,1,16,accept,not furnished,533.0,3470.0
Sao Paulo,74.0,2,1,1,5,accept,not furnished,569.0,2672.0
Sao Paulo,147.0,2,3,4,19,accept,not furnished,2600.0,4191.0
Sao Paulo,35.0,1,1,0,3,accept,furnished,480.0,3072.0
Rio de Janeiro,26.0,1,1,0,7,accept,furnished,630.0,2234.0
Sao Paulo,70.0,2,2,1,5,accept,furnished,517.0,2244.0
Sao Paulo,150.0,3,3,3,19,accept,furnished,1800.0,5376.0
Sao Paulo,200.0,3,3,2,0,accept,not furnished,0.0,8413.0
Campinas,60.0,1,1,1,14,accept,not furnished,583.0,1746.0
Sao Paulo,250.0,4,5,3,2,accept,not furnished,1700.0,4617.0
Sao Paulo,44.0,1,2,0,12,not accept,furnished,3300.0,6768.0
Sao Paulo,250.0,7,5,2,0,accept,furnished,0.0,6091.0
Sao Paulo,157.0,3,2,0,7,accept,not furnished,1325.0,6230.0
Sao Paulo,97.0,2,2,0,1,accept,not furnished,1200.0,6871.0
Belo Horizonte,548.0,4,7,6,17,accept,not furnished,5905.0,23590.0
Sao Paulo,28.0,1,1,0,1,accept,not furnished,0.0,1342.0
Sao Paulo,250.0,3,4,0,1,accept,furnished,2000.0,13790.0
Belo Horizonte,193.0,4,2,2,0,accept,not furnished,0.0,9301.0
Belo Horizonte,428.0,5,5,4,0,accept,furnished,0.0,10430.0
Sao Paulo,50.0,2,1,0,2,not accept,not furnished,200.0,1163.0
Sao Paulo,135.0,2,3,2,5,not accept,not furnished,2000.0,15000.0
Rio de Janeiro,103.0,2,2,1,8,accept,not furnished,530.0,2372.0
Campinas,103.0,3,2,2,2,accept,not furnished,1500.0,3170.0
Sao Paulo,80.0,3,2,1,0,accept,not furnished,740.0,2410.0
Sao Paulo,160.0,3,3,2,10,accept,not furnished,1229.0,5670.0
Sao Paulo,238.0,4,3,4,24,accept,not furnished,2980.0,15130.0
Belo Horizonte,500.0,7,4,4,0,accept,not furnished,0.0,5758.0
Sao Paulo,580.0,5,5,4,4,accept,not furnished,9900.0,27290.0
Sao Paulo,80.0,1,1,0,0,accept,not furnished,0.0,1441.0
Sao Paulo,210.0,4,5,3,12,accept,furnished,2620.0,6817.0
Porto Alegre,106.0,3,3,1,7,accept,not furnished,900.0,3369.0
Rio de Janeiro,30.0,1,1,0,11,accept,not furnished,500.0,1737.0
Sao Paulo,156.0,3,2,1,0,accept,not furnished,0.0,2178.0
Sao Paulo,60.0,1,1,1,0,accept,not furnished,0.0,1269.0
Sao Paulo,200.0,3,4,0,2,accept,not furnished,3672.0,8098.0
Sao Paulo,70.0,2,2,0,1,accept,not furnished,280.0,1431.0
Sao Paulo,177.0,4,5,4,5,accept,not furnished,1500.0,11780.0
Sao Paulo,103.0,3,3,2,0,accept,not furnished,735.0,3292.0
Sao Paulo,440.0,4,4,4,0,accept,not furnished,0.0,14680.0
Sao Paulo,65.0,2,1,1,8,accept,furnished,600.0,2414.0
Belo Horizonte,260.0,5,3,3,12,accept,not furnished,2000.0,6541.0
Sao Paulo,200.0,4,4,6,0,accept,not furnished,0.0,4760.0
Sao Paulo,96.0,3,2,1,12,accept,not furnished,1122.0,4442.0
Sao Paulo,68.0,2,2,1,2,accept,furnished,690.0,3764.0
Belo Horizonte,300.0,5,5,5,0,not accept,not furnished,0.0,5024.0
Sao Paulo,34.0,1,1,0,2,accept,not furnished,305.0,1092.0
Campinas,398.0,5,6,0,2,accept,not furnished,3500.0,12810.0
Belo Horizonte,100.0,1,1,0,1,accept,not furnished,0.0,2635.0
Belo Horizonte,176.0,4,5,3,6,accept,furnished,2136.0,9427.0
Belo Horizonte,90.0,2,2,2,4,not accept,furnished,500.0,4804.0
Belo Horizonte,680.0,7,6,8,0,accept,not furnished,0.0,8560.0
Belo Horizonte,220.0,4,3,0,9,accept,furnished,3000.0,19340.0
Sao Paulo,110.0,2,2,2,0,not accept,not furnished,0.0,2326.0
Sao Paulo,180.0,3,2,1,2,accept,furnished,1260.0,7085.0
Sao Paulo,36.0,1,1,1,8,accept,not furnished,410.0,2311.0
Belo Horizonte,450.0,4,4,4,8,accept,not furnished,2394.0,16100.0
Rio de Janeiro,103.0,3,2,0,1,accept,not furnished,812.0,4491.0
Porto Alegre,101.0,2,2,2,5,accept,not furnished,480.0,2807.0
Sao Paulo,196.0,4,4,0,11,accept,not furnished,2450.0,9985.0
Rio de Janeiro,28.0,1,1,0,0,accept,not furnished,495.0,2569.0
Sao Paulo,260.0,3,4,4,0,accept,not furnished,0.0,4568.0
Sao Paulo,330.0,4,2,5,0,accept,not furnished,0.0,2299.0
Rio de Janeiro,70.0,3,2,1,6,accept,not furnished,607.0,1908.0
Rio de Janeiro,33.0,1,1,0,3,accept,not furnished,500.0,1729.0
Sao Paulo,160.0,3,3,2,3,accept,not furnished,2200.0,13340.0
Sao Paulo,60.0,2,1,1,9,accept,not furnished,506.0,1916.0
Sao Paulo,36.0,1,1,1,1,accept,not furnished,130.0,1618.0
Sao Paulo,20.0,1,1,0,1,accept,furnished,0.0,2087.0
Porto Alegre,70.0,2,1,0,1,accept,not furnished,375.0,1162.0
Sao Paulo,180.0,3,4,4,0,accept,furnished,0.0,4773.0
Sao Paulo,105.0,3,3,1,5,accept,not furnished,980.0,3158.0
Sao Paulo,275.0,4,5,4,1,accept,not furnished,4200.0,15360.0
Belo Horizonte,450.0,2,2,5,0,accept,not furnished,0.0,1608.0
Campinas,360.0,4,6,4,0,accept,not furnished,864.0,8980.0
Sao Paulo,140.0,2,2,1,5,not accept,furnished,700.0,2775.0
Sao Paulo,900.0,3,5,8,0,accept,not furnished,0.0,10370.0
Porto Alegre,152.0,3,5,3,9,accept,not furnished,1600.0,8009.0
Sao Paulo,280.0,3,4,3,0,accept,furnished,0.0,8621.0
Sao Paulo,230.0,4,4,3,5,not accept,not furnished,2564.0,6030.0
Campinas,92.0,3,2,3,6,accept,not furnished,700.0,2994.0
Belo Horizonte,58.0,1,1,1,0,accept,not furnished,0.0,1153.0
Campinas,41.0,2,1,1,5,not accept,not furnished,248.0,1457.0
Sao Paulo,206.0,4,4,3,10,accept,not furnished,1890.0,14960.0
Campinas,214.0,3,3,2,1,accept,not furnished,2016.0,8218.0
Sao Paulo,110.0,2,2,1,18,accept,not furnished,1286.0,3018.0
Belo Horizonte,100.0,2,1,0,0,accept,not furnished,0.0,815.0
Belo Horizonte,80.0,2,2,1,4,accept,not furnished,250.0,1466.0
Belo Horizonte,311.0,3,4,3,20,not accept,not furnished,3075.0,18000.0
Sao Paulo,200.0,2,3,2,1,accept,furnished,1700.0,17560.0
Campinas,96.0,3,2,2,10,accept,not furnished,800.0,4230.0
Rio de Janeiro,140.0,4,2,1,1,not accept,not furnished,1700.0,8158.0
Sao Paulo,138.0,3,3,2,17,accept,not furnished,1100.0,8642.0
Sao Paulo,140.0,3,3,1,6,accept,furnished,2200.0,6509.0
Rio de Janeiro,60.0,2,2,1,2,not accept,not furnished,592.0,1859.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,644.0
Sao Paulo,178.0,3,4,4,6,accept,furnished,2700.0,13700.0
Sao Paulo,140.0,3,3,2,0,accept,furnished,0.0,4999.0
Sao Paulo,72.0,2,1,0,1,accept,not furnished,864.0,1897.0
Sao Paulo,117.0,2,1,1,5,not accept,furnished,720.0,3466.0
Sao Paulo,35.0,1,1,1,1,accept,not furnished,0.0,1020.0
Porto Alegre,42.0,1,1,0,1,accept,furnished,360.0,1263.0
Belo Horizonte,29.0,1,1,0,1,accept,not furnished,0.0,1123.0
Sao Paulo,130.0,2,1,0,1,accept,not furnished,650.0,2837.0
Rio de Janeiro,100.0,3,2,1,4,accept,not furnished,2350.0,7748.0
Rio de Janeiro,39.0,1,1,0,4,accept,not furnished,450.0,1111.0
Sao Paulo,61.0,1,1,0,9,not accept,not furnished,394.0,2015.0
Campinas,750.0,4,5,5,0,not accept,not furnished,0.0,11220.0
Belo Horizonte,142.0,4,3,2,3,accept,not furnished,900.0,3913.0
Campinas,650.0,4,4,8,0,accept,not furnished,0.0,7813.0
Sao Paulo,69.0,2,2,0,0,accept,not furnished,0.0,1799.0
Sao Paulo,100.0,2,2,4,0,accept,not furnished,0.0,2686.0
Belo Horizonte,300.0,4,2,2,3,accept,not furnished,1750.0,10360.0
Sao Paulo,190.0,3,4,3,14,accept,furnished,1700.0,5375.0
Rio de Janeiro,115.0,2,2,0,13,accept,not furnished,950.0,8239.0
Campinas,119.0,3,1,1,5,accept,not furnished,926.0,2242.0
Sao Paulo,100.0,2,3,1,4,accept,furnished,1200.0,3156.0
Sao Paulo,55.0,2,1,1,3,accept,not furnished,400.0,1501.0
Sao Paulo,44.0,1,1,1,2,accept,furnished,724.0,3852.0
Sao Paulo,316.0,4,6,4,18,accept,furnished,4767.0,14830.0
Sao Paulo,83.0,2,3,2,0,accept,not furnished,200.0,3920.0
Belo Horizonte,1000.0,5,7,8,0,accept,not furnished,0.0,17130.0
Sao Paulo,150.0,3,2,1,8,accept,not furnished,1172.0,6033.0
Sao Paulo,53.0,2,1,1,7,accept,not furnished,450.0,4746.0
Sao Paulo,49.0,2,1,1,0,accept,not furnished,400.0,1387.0
Campinas,185.0,3,3,2,6,accept,not furnished,1200.0,3528.0
Rio de Janeiro,40.0,1,1,0,0,accept,not furnished,0.0,1239.0
Sao Paulo,65.0,2,1,0,3,accept,not furnished,654.0,1818.0
Sao Paulo,67.0,3,2,1,10,not accept,not furnished,496.0,2148.0
Sao Paulo,46.0,1,1,1,9,accept,not furnished,500.0,2763.0
Campinas,205.0,3,2,1,2,accept,not furnished,950.0,3334.0
Porto Alegre,550.0,5,5,3,0,accept,not furnished,0.0,9660.0
Campinas,50.0,1,1,1,3,accept,not furnished,393.0,1085.0
Sao Paulo,266.0,4,5,4,7,accept,not furnished,2900.0,15110.0
Rio de Janeiro,280.0,3,2,2,10,accept,furnished,3140.0,12370.0
Sao Paulo,1600.0,6,6,6,0,accept,furnished,0.0,9549.0
Sao Paulo,70.0,1,1,0,4,accept,not furnished,760.0,3347.0
Sao Paulo,84.0,3,2,2,8,not accept,not furnished,700.0,3320.0
Belo Horizonte,40.0,1,1,0,3,not accept,not furnished,496.0,1626.0
Rio de Janeiro,117.0,3,2,1,7,accept,not furnished,750.0,5297.0
Sao Paulo,68.0,2,2,2,8,accept,furnished,1030.0,4740.0
Belo Horizonte,140.0,2,2,2,11,accept,furnished,692.0,3634.0
Sao Paulo,450.0,4,2,3,0,accept,not furnished,0.0,14200.0
Porto Alegre,44.0,1,2,0,3,accept,not furnished,140.0,1610.0
Sao Paulo,40.0,1,1,1,3,accept,furnished,686.0,3979.0
Sao Paulo,70.0,1,2,1,1,accept,furnished,1300.0,9864.0
Sao Paulo,50.0,1,2,0,0,accept,not furnished,0.0,964.0
Belo Horizonte,405.0,2,3,0,7,accept,not furnished,3500.0,8253.0
Sao Paulo,75.0,2,2,1,1,accept,not furnished,700.0,4066.0
Belo Horizonte,80.0,3,3,1,3,accept,not furnished,560.0,2081.0
Sao Paulo,450.0,4,5,6,0,accept,not furnished,0.0,13520.0
Sao Paulo,225.0,4,5,4,10,accept,furnished,1600.0,8797.0
Sao Paulo,250.0,3,2,3,35,accept,furnished,2500.0,18780.0
Sao Paulo,60.0,2,1,1,5,not accept,not furnished,965.0,3358.0
Sao Paulo,31.0,1,1,1,9,not accept,furnished,1500.0,5094.0
Sao Paulo,100.0,3,1,3,0,accept,not furnished,0.0,2195.0
Belo Horizonte,20.0,1,1,0,6,not accept,not furnished,420.0,1563.0
Sao Paulo,200.0,3,4,8,0,accept,not furnished,0.0,7131.0
Campinas,50.0,1,1,1,8,accept,not furnished,780.0,2554.0
Sao Paulo,61.0,3,2,2,15,accept,not furnished,712.0,3030.0
Sao Paulo,200.0,3,4,2,3,accept,not furnished,4475.0,15220.0
Belo Horizonte,100.0,2,2,0,0,accept,not furnished,0.0,11280.0
Sao Paulo,365.0,4,5,6,4,accept,not furnished,3722.0,20390.0
Sao Paulo,38.0,1,1,0,13,accept,not furnished,414.0,3517.0
Rio de Janeiro,49.0,2,1,0,4,accept,not furnished,362.0,1788.0
Sao Paulo,207.0,3,5,4,6,accept,not furnished,2400.0,15490.0
Campinas,82.0,3,2,1,6,accept,not furnished,825.0,2487.0
Sao Paulo,400.0,5,4,3,0,accept,not furnished,0.0,4311.0
Rio de Janeiro,170.0,4,2,2,6,accept,not furnished,2420.0,12370.0
Porto Alegre,105.0,3,2,2,3,accept,furnished,370.0,3520.0
Sao Paulo,383.0,4,4,5,2,accept,not furnished,2189.0,5941.0
Sao Paulo,168.0,3,3,3,3,accept,not furnished,1605.0,4662.0
Sao Paulo,53.0,2,2,1,10,accept,furnished,1940.0,4760.0
Porto Alegre,320.0,4,3,2,0,accept,not furnished,0.0,4705.0
Sao Paulo,300.0,3,4,3,18,accept,not furnished,3500.0,14360.0
Campinas,100.0,3,2,3,0,accept,not furnished,0.0,2234.0
Sao Paulo,40.0,1,1,0,0,accept,not furnished,0.0,992.0
Sao Paulo,180.0,3,1,0,0,accept,not furnished,0.0,2872.0
Sao Paulo,257.0,4,5,4,8,accept,furnished,2730.0,11430.0
Sao Paulo,178.0,2,4,2,2,accept,not furnished,2300.0,10280.0
Sao Paulo,179.0,3,3,0,9,not accept,furnished,1828.0,14450.0
Porto Alegre,64.0,2,1,0,1,accept,not furnished,300.0,2118.0
Porto Alegre,60.0,2,1,0,1,accept,not furnished,326.0,1356.0
Sao Paulo,55.0,1,1,1,11,not accept,not furnished,696.0,3072.0
Sao Paulo,50.0,1,1,0,8,not accept,not furnished,470.0,2465.0
Sao Paulo,82.0,3,2,2,19,not accept,not furnished,470.0,2490.0
Rio de Janeiro,60.0,1,1,1,7,accept,not furnished,650.0,1982.0
Porto Alegre,40.0,1,1,1,9,not accept,furnished,1300.0,2586.0
Campinas,230.0,4,4,8,0,accept,not furnished,0.0,5497.0
Sao Paulo,73.0,2,1,1,2,accept,not furnished,680.0,2017.0
Sao Paulo,79.0,2,2,1,1,accept,furnished,600.0,2701.0
Sao Paulo,230.0,3,4,2,3,accept,not furnished,2000.0,7153.0
Rio de Janeiro,214.0,3,3,3,4,accept,not furnished,3575.0,18810.0
Sao Paulo,120.0,2,1,0,0,accept,not furnished,0.0,1613.0
Sao Paulo,200.0,4,2,1,0,not accept,not furnished,0.0,2872.0
Porto Alegre,85.0,3,2,2,9,not accept,furnished,940.0,4391.0
Sao Paulo,45.0,1,1,1,1,not accept,furnished,3000.0,8590.0
Porto Alegre,30.0,1,1,0,4,accept,not furnished,198.0,987.0
Sao Paulo,57.0,2,2,1,3,accept,not furnished,476.0,2806.0
Sao Paulo,500.0,4,7,3,0,accept,not furnished,0.0,17730.0
Sao Paulo,322.0,4,5,5,17,accept,furnished,2700.0,19770.0
Sao Paulo,20.0,1,1,0,3,not accept,not furnished,224.0,1774.0
Porto Alegre,100.0,2,2,1,0,not accept,not furnished,0.0,1370.0
Sao Paulo,620.0,4,6,4,1,accept,not furnished,8133.0,27840.0
Porto Alegre,240.0,4,3,5,0,accept,not furnished,0.0,2665.0
Sao Paulo,95.0,3,2,2,10,accept,not furnished,900.0,8131.0
Sao Paulo,35.0,1,1,1,6,accept,not furnished,542.0,2768.0
Belo Horizonte,325.0,5,4,7,0,accept,furnished,0.0,9463.0
Sao Paulo,58.0,3,1,1,1,accept,furnished,456.0,3313.0
Sao Paulo,200.0,4,4,3,6,not accept,not furnished,1400.0,11520.0
Sao Paulo,92.0,3,2,2,2,accept,not furnished,1407.0,2771.0
Belo Horizonte,65.0,2,1,1,9,accept,not furnished,450.0,2096.0
Campinas,57.0,2,1,0,2,accept,not furnished,378.0,1220.0
Sao Paulo,50.0,2,1,1,2,accept,not furnished,400.0,2021.0
Sao Paulo,165.0,4,5,2,4,accept,furnished,2500.0,12440.0
Rio de Janeiro,70.0,2,1,1,6,accept,not furnished,900.0,2947.0
Sao Paulo,230.0,4,3,1,1,not accept,not furnished,2400.0,6964.0
Rio de Janeiro,34.0,1,1,0,3,not accept,furnished,820.0,2960.0
Rio de Janeiro,25.0,1,1,0,0,not accept,not furnished,0.0,671.0
Sao Paulo,50.0,2,1,1,2,accept,not furnished,0.0,1823.0
Porto Alegre,120.0,3,2,2,2,accept,furnished,700.0,3874.0
Porto Alegre,60.0,2,1,1,0,accept,not furnished,0.0,1521.0
Sao Paulo,67.0,2,2,1,8,accept,not furnished,980.0,3464.0
Sao Paulo,22.0,1,1,0,26,accept,not furnished,384.0,2551.0
Sao Paulo,197.0,3,1,2,0,accept,not furnished,0.0,2422.0
Porto Alegre,105.0,3,3,1,3,accept,furnished,1300.0,3764.0
Sao Paulo,80.0,2,2,1,0,not accept,not furnished,0.0,1564.0
